ECellID,CellName,Longitude,Latitude,PCI,EARFCN,Azimuth
26308984,"Wheatfield Way, Meath Green, Horley, RH6 9DA",-0.15675902366638186,51.17907394875684,244,6400,0
27209326,"Whitmore Way, Greenfields, Horley, RH6 8FX",-0.1856973767280579,51.17850561659565,207,6400,190
27209336,"Whitmore Way, Greenfields, Horley, RH6 8FX",-0.1856973767280579,51.17850561659565,208,6400,204
27209346,"Whitmore Way, Greenfields, Horley, RH6 8FX",-0.1856973767280579,51.17850561659565,209,6400,10
138914419,"North Terminal Approach, Crawley, RH6 0PJ",-0.17779439687729,51.159358978271,103,199,0
27770990,"Balcombe Road, Meath Green, Horley, RH6 9HZ",-0.15960752964019778,51.17523000356661,81,6400,126
27771000,"Balcombe Road, Meath Green, Horley, RH6 9HZ",-0.15960752964019778,51.17523000356661,82,6400,229
27771010,"Balcombe Road, Meath Green, Horley, RH6 9HZ",-0.15960752964019778,51.17523000356661,83,6400,3
25753720,"M23, Burstow, RH6 9PR",-0.1276946067810059,51.18278643144626,247,6400,182
25753730,"M23, Burstow, RH6 9PR",-0.1276946067810059,51.18278643144626,248,6400,2
27209582,"Longbridge Gate, Crawley, RH6 0PJ",-0.17783124321980587,51.161023356847295,135,6400,96
27209592,"Longbridge Gate, Crawley, RH6 0PJ",-0.17783124321980587,51.161023356847295,136,6400,223
27209602,"Longbridge Gate, Crawley, RH6 0PJ",-0.17783124321980587,51.161023356847295,137,6400,43
26695278,"M23, Crawley, RH6 9SX",-0.13691685535013676,51.15925121760652,192,6400,42
26695288,"M23, Crawley, RH6 9SX",-0.13691685535013676,51.15925121760652,193,6400,123
26695298,"M23, Crawley, RH6 9SX",-0.13691685535013676,51.15925121760652,194,6400,285
136182894,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,222,6400,335
136182896,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,222,3725,311
136182898,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,222,1226,3
136182899,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,222,199,333
136182904,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,223,6400,244
136182906,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,223,3725,246
136182908,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,223,1228,155
136182909,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,223,199,225
136182914,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,224,6400,3
136182916,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,224,3725,227
136182918,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,224,1226,3
136182919,"North Terminal Approach, Crawley, RH6 0PJ",-0.17778804671884607,51.16058329008993,224,199,223
26489966,"Cross Oak Lane, Salfords and Sidlow, RH1 5EX",-0.1612061095587478,51.1914655757831,210,6400,192
26489976,"Cross Oak Lane, Salfords and Sidlow, RH1 5EX",-0.1612061095587478,51.1914655757831,211,6400,260
26489986,"Cross Oak Lane, Salfords and Sidlow, RH1 5EX",-0.1612061095587478,51.1914655757831,212,6400,12
26417006,"Bonehurst Road, Salfords and Sidlow, RH1 5EG",-0.16402345017331754,51.196490841822886,186,6400,157
26417016,"Bonehurst Road, Salfords and Sidlow, RH1 5EG",-0.16402345017331754,51.196490841822886,187,6400,337
26417026,"Bonehurst Road, Salfords and Sidlow, RH1 5EG",-0.16402345017331754,51.196490841822886,188,6400,340
136228974,"Perimeter Road East, Lowfield Heath, Crawley, RH6 0DW",-0.1635430603850601,51.15584302605723,60,6400,125
136228976,"Perimeter Road East, Lowfield Heath, Crawley, RH6 0DW",-0.1635430603850601,51.15584302605723,60,3725,324
136228978,"Perimeter Road East, Lowfield Heath, Crawley, RH6 0DW",-0.1635430603850601,51.15584302605723,60,1228,93
136228979,"Perimeter Road East, Lowfield Heath, Crawley, RH6 0DW",-0.1635430603850601,51.15584302605723,60,199,267
136228996,"Perimeter Road East, Lowfield Heath, Crawley, RH6 0DW",-0.1635430603850601,51.15584302605723,62,3725,215
27131758,"Victoria Road, Meath Green, Horley, RH6 7AR",-0.16608307158833213,51.172218158540666,3,6400,89
27131768,"Victoria Road, Meath Green, Horley, RH6 7AR",-0.16608307158833213,51.172218158540666,4,6400,234
27131778,"Victoria Road, Meath Green, Horley, RH6 7AR",-0.16608307158833213,51.172218158540666,5,6400,347
27316334,"Station Approach Road, Lowfield Heath, Crawley, RH6 0RD",-0.1609068663484937,51.15645305990614,120,6400,7
27316344,"Station Approach Road, Lowfield Heath, Crawley, RH6 0RD",-0.1609068663484937,51.15645305990614,121,6400,187
27316354,"Station Approach Road, Lowfield Heath, Crawley, RH6 0RD",-0.1609068663484937,51.15645305990614,122,6400,216
27100536,"Irons Bottom, Salfords and Sidlow, RH2 8QG",-0.21500302825634646,51.191627023824424,391,6400,242
27100546,"Irons Bottom, Salfords and Sidlow, RH2 8QG",-0.21500302825634646,51.191627023824424,392,6400,60
26674818,"Reigate Road, Salfords and Sidlow, RH2 8QH",-0.19750479608774185,51.19762833021848,221,6400,0
26947182,"Horley Road, South Earlswood, RH1 5AS",-0.17152826506799101,51.20882128282257,249,6400,177
26947192,"Horley Road, South Earlswood, RH1 5AS",-0.17152826506799101,51.20882128282257,250,6400,221
26947202,"Horley Road, South Earlswood, RH1 5AS",-0.17152826506799101,51.20882128282257,251,6400,357
26417262,"Balcombe Road, Meath Green, Horley, RH6 7JU",-0.16396239780965516,51.18056140304599,189,6400,102
26417272,"Balcombe Road, Meath Green, Horley, RH6 7JU",-0.16396239780965516,51.18056140304599,190,6400,231
26417282,"Balcombe Road, Meath Green, Horley, RH6 7JU",-0.16396239780965516,51.18056140304599,191,6400,6
26501998,"Honeycrock Lane, Salfords and Sidlow, RH1 5DE",-0.16262325308468917,51.20375117520805,438,6400,151
26502008,"Honeycrock Lane, Salfords and Sidlow, RH1 5DE",-0.16262325308468917,51.20375117520805,439,6400,284
26502018,"Honeycrock Lane, Salfords and Sidlow, RH1 5DE",-0.16262325308468917,51.20375117520805,440,6400,25
25705070,"Heston Road, South Earlswood, RH1 5HY",-0.17386473903877686,51.220957891326854,69,6400,331
25705074,"Heston Road, South Earlswood, RH1 5HY",-0.17386473903877686,51.220957891326854,69,199,53
25705080,"Heston Road, South Earlswood, RH1 5HY",-0.17386473903877686,51.220957891326854,70,6400,151
25705084,"Heston Road, South Earlswood, RH1 5HY",-0.17386473903877686,51.220957891326854,70,199,168
26530414,"Coopers Hill Road, Nutfield, RH1 5PD",-0.11469182393568644,51.221360889293145,123,6400,78
26530424,"Coopers Hill Road, Nutfield, RH1 5PD",-0.11469182393568644,51.221360889293145,124,6400,202
26530434,"Coopers Hill Road, Nutfield, RH1 5PD",-0.11469182393568644,51.221360889293145,125,6400,258
